scenario_id,iteration,network,source,destination,transmitter_type,modulation,baud_rate_gbaud,bit_rate_gbps,launch_power_dbm,channel_pattern,channel_number,frequency_thz,channel_power_dbm,osnr_signal_bw_db,snr_nli_signal_bw_db,gsnr_signal_bw_db 
iter-2-scenario-3059,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-5.0,11111011,3.0,194.1,-7.55,31.32,6.25,6.24
iter-2-scenario-3059,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-5.0,11111011,4.0,194.15,-7.55,31.32,6.27,6.26
iter-2-scenario-3059,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-5.0,11111011,5.0,194.2,-7.55,31.32,6.67,6.66
iter-2-scenario-3059,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-5.0,11111011,7.0,194.3,-7.55,31.32,7.07,7.05
iter-2-scenario-3059,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-5.0,11111011,8.0,194.35,-7.55,31.32,7.4,7.38
iter-2-scenario-3060,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-4.5,11111011,1.0,194.0,-7.55,31.51,7.13,7.11
iter-2-scenario-3060,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-4.5,11111011,2.0,194.05,-7.55,31.51,6.43,6.41
iter-2-scenario-3060,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-4.5,11111011,3.0,194.1,-7.55,31.51,6.23,6.22
iter-2-scenario-3060,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-4.5,11111011,4.0,194.15,-7.55,31.51,6.25,6.24
iter-2-scenario-3060,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-4.5,11111011,5.0,194.2,-7.55,31.51,6.65,6.64
iter-2-scenario-3060,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-4.5,11111011,7.0,194.3,-7.55,31.51,7.04,7.03
iter-2-scenario-3060,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-4.5,11111011,8.0,194.35,-7.55,31.51,7.38,7.36
iter-1-scenario-1021,1,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-5.5,11111100,1.0,194.0,-7.55,31.11,7.27,7.26
iter-1-scenario-1021,1,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-5.5,11111100,2.0,194.05,-7.55,31.11,6.56,6.55
iter-1-scenario-1021,1,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-5.5,11111100,3.0,194.1,-7.55,31.11,6.36,6.34
iter-1-scenario-1021,1,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-5.5,11111100,4.0,194.15,-7.55,31.11,6.35,6.34
iter-1-scenario-1021,1,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-5.5,11111100,5.0,194.2,-7.55,31.11,6.54,6.53
iter-1-scenario-1021,1,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-5.5,11111100,6.0,194.25,-7.55,31.11,7.25,7.23
iter-2-scenario-3061,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-5.5,11111100,1.0,194.0,-7.55,31.11,7.27,7.26
iter-2-scenario-3061,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-5.5,11111100,2.0,194.05,-7.55,31.11,6.56,6.55
iter-2-scenario-3061,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-5.5,11111100,3.0,194.1,-7.55,31.11,6.36,6.34
iter-2-scenario-3061,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-5.5,11111100,4.0,194.15,-7.55,31.11,6.35,6.34
iter-2-scenario-3061,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-5.5,11111100,5.0,194.2,-7.55,31.11,6.54,6.53
iter-2-scenario-3061,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-5.5,11111100,6.0,194.25,-7.55,31.11,7.25,7.23
iter-2-scenario-3062,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-5.0,11111100,1.0,194.0,-7.55,31.32,7.25,7.24
iter-2-scenario-3062,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-5.0,11111100,2.0,194.05,-7.55,31.32,6.54,6.53
iter-2-scenario-3062,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-5.0,11111100,3.0,194.1,-7.55,31.32,6.34,6.33
iter-2-scenario-3062,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-5.0,11111100,4.0,194.15,-7.55,31.32,6.33,6.32
iter-2-scenario-3062,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-5.0,11111100,5.0,194.2,-7.55,31.32,6.52,6.51
iter-2-scenario-3062,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-5.0,11111100,6.0,194.25,-7.55,31.32,7.23,7.21
iter-2-scenario-3063,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-4.5,11111100,1.0,194.0,-7.55,31.51,7.23,7.21
iter-2-scenario-3063,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-4.5,11111100,2.0,194.05,-7.55,31.51,6.52,6.5
iter-2-scenario-3063,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-4.5,11111100,3.0,194.1,-7.55,31.51,6.32,6.3
iter-2-scenario-3063,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-4.5,11111100,4.0,194.15,-7.55,31.51,6.31,6.3
iter-2-scenario-3063,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-4.5,11111100,5.0,194.2,-7.55,31.51,6.5,6.49
iter-2-scenario-3063,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-4.5,11111100,6.0,194.25,-7.55,31.51,7.2,7.19
iter-1-scenario-1022,1,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-5.5,11111101,1.0,194.0,-7.55,31.11,7.14,7.12
iter-1-scenario-1022,1,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-5.5,11111101,2.0,194.05,-7.55,31.11,6.43,6.42
iter-1-scenario-1022,1,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-5.5,11111101,3.0,194.1,-7.55,31.11,6.21,6.2
iter-1-scenario-1022,1,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-5.5,11111101,4.0,194.15,-7.55,31.11,6.17,6.15
iter-1-scenario-1022,1,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-5.5,11111101,5.0,194.2,-7.55,31.11,6.29,6.27
iter-1-scenario-1022,1,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-5.5,11111101,6.0,194.25,-7.55,31.11,6.8,6.78
iter-1-scenario-1022,1,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-5.5,11111101,8.0,194.35,-7.55,31.11,7.96,7.94
iter-2-scenario-3064,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-5.5,11111101,1.0,194.0,-7.55,31.11,7.14,7.12
iter-2-scenario-3064,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-5.5,11111101,2.0,194.05,-7.55,31.11,6.43,6.42
iter-2-scenario-3064,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-5.5,11111101,3.0,194.1,-7.55,31.11,6.21,6.2
iter-2-scenario-3064,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-5.5,11111101,4.0,194.15,-7.55,31.11,6.17,6.15
iter-2-scenario-3064,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-5.5,11111101,5.0,194.2,-7.55,31.11,6.29,6.27
iter-2-scenario-3064,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-5.5,11111101,6.0,194.25,-7.55,31.11,6.8,6.78
iter-2-scenario-3064,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-5.5,11111101,8.0,194.35,-7.55,31.11,7.96,7.94
iter-2-scenario-3065,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-5.0,11111101,1.0,194.0,-7.55,31.32,7.12,7.11
iter-2-scenario-3065,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-5.0,11111101,2.0,194.05,-7.55,31.32,6.41,6.4
iter-2-scenario-3065,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-5.0,11111101,3.0,194.1,-7.55,31.32,6.19,6.18
iter-2-scenario-3065,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-5.0,11111101,4.0,194.15,-7.55,31.32,6.15,6.14
iter-2-scenario-3065,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-5.0,11111101,5.0,194.2,-7.55,31.32,6.27,6.25
iter-2-scenario-3065,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-5.0,11111101,6.0,194.25,-7.55,31.32,6.78,6.77
iter-2-scenario-3065,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-5.0,11111101,8.0,194.35,-7.55,31.32,7.94,7.92
iter-2-scenario-3066,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-4.5,11111101,1.0,194.0,-7.55,31.51,7.1,7.08
iter-2-scenario-3066,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-4.5,11111101,2.0,194.05,-7.55,31.51,6.39,6.37
iter-2-scenario-3066,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-4.5,11111101,3.0,194.1,-7.55,31.51,6.17,6.15
iter-2-scenario-3066,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-4.5,11111101,4.0,194.15,-7.55,31.51,6.12,6.11
iter-2-scenario-3066,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-4.5,11111101,5.0,194.2,-7.55,31.51,6.24,6.23
iter-2-scenario-3066,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-4.5,11111101,6.0,194.25,-7.55,31.51,6.76,6.74
iter-2-scenario-3066,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-4.5,11111101,8.0,194.35,-7.55,31.51,7.91,7.89
iter-1-scenario-1023,1,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-5.5,11111110,1.0,194.0,-7.55,31.11,7.12,7.1
iter-1-scenario-1023,1,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-5.5,11111110,2.0,194.05,-7.55,31.11,6.4,6.39
iter-1-scenario-1023,1,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-5.5,11111110,3.0,194.1,-7.55,31.11,6.17,6.16
iter-1-scenario-1023,1,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-5.5,11111110,4.0,194.15,-7.55,31.11,6.11,6.09
iter-1-scenario-1023,1,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-5.5,11111110,5.0,194.2,-7.55,31.11,6.16,6.15
iter-1-scenario-1023,1,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-5.5,11111110,6.0,194.25,-7.55,31.11,6.38,6.37
iter-1-scenario-1023,1,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-5.5,11111110,7.0,194.3,-7.55,31.11,7.09,7.07
iter-2-scenario-3067,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-5.5,11111110,1.0,194.0,-7.55,31.11,7.12,7.1
iter-2-scenario-3067,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-5.5,11111110,2.0,194.05,-7.55,31.11,6.4,6.39
iter-2-scenario-3067,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-5.5,11111110,3.0,194.1,-7.55,31.11,6.17,6.16
iter-2-scenario-3067,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-5.5,11111110,4.0,194.15,-7.55,31.11,6.11,6.09
iter-2-scenario-3067,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-5.5,11111110,5.0,194.2,-7.55,31.11,6.16,6.15
iter-2-scenario-3067,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-5.5,11111110,6.0,194.25,-7.55,31.11,6.38,6.37
iter-2-scenario-3067,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-5.5,11111110,7.0,194.3,-7.55,31.11,7.09,7.07
iter-2-scenario-3068,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-5.0,11111110,1.0,194.0,-7.55,31.32,7.1,7.08
iter-2-scenario-3068,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-5.0,11111110,2.0,194.05,-7.55,31.32,6.39,6.37
iter-2-scenario-3068,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-5.0,11111110,3.0,194.1,-7.55,31.32,6.15,6.14
iter-2-scenario-3068,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-5.0,11111110,4.0,194.15,-7.55,31.32,6.09,6.08
iter-2-scenario-3068,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-5.0,11111110,5.0,194.2,-7.55,31.32,6.14,6.13
iter-2-scenario-3068,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-5.0,11111110,6.0,194.25,-7.55,31.32,6.36,6.35
iter-2-scenario-3068,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-5.0,11111110,7.0,194.3,-7.55,31.32,7.07,7.05
iter-2-scenario-3069,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-4.5,11111110,1.0,194.0,-7.55,31.51,7.08,7.06
iter-2-scenario-3069,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-4.5,11111110,2.0,194.05,-7.55,31.51,6.36,6.35
iter-2-scenario-3069,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-4.5,11111110,3.0,194.1,-7.55,31.51,6.13,6.12
iter-2-scenario-3069,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-4.5,11111110,4.0,194.15,-7.55,31.51,6.06,6.05
iter-2-scenario-3069,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-4.5,11111110,5.0,194.2,-7.55,31.51,6.12,6.11
iter-2-scenario-3069,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-4.5,11111110,6.0,194.25,-7.55,31.51,6.34,6.33
iter-2-scenario-3069,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-4.5,11111110,7.0,194.3,-7.55,31.51,7.04,7.03
iter-1-scenario-1024,1,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-5.5,11111111,1.0,194.0,-7.55,31.11,6.99,6.98
iter-1-scenario-1024,1,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-5.5,11111111,2.0,194.05,-7.55,31.11,6.28,6.26
iter-1-scenario-1024,1,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-5.5,11111111,3.0,194.1,-7.55,31.11,6.03,6.02
iter-1-scenario-1024,1,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-5.5,11111111,4.0,194.15,-7.55,31.11,5.93,5.92
iter-1-scenario-1024,1,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-5.5,11111111,5.0,194.2,-7.55,31.11,5.93,5.91
iter-1-scenario-1024,1,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-5.5,11111111,6.0,194.25,-7.55,31.11,6.01,6.0
iter-1-scenario-1024,1,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-5.5,11111111,7.0,194.3,-7.55,31.11,6.25,6.24
iter-1-scenario-1024,1,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-5.5,11111111,8.0,194.35,-7.55,31.11,6.95,6.94
iter-2-scenario-3070,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-5.5,11111111,1.0,194.0,-7.55,31.11,6.99,6.98
iter-2-scenario-3070,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-5.5,11111111,2.0,194.05,-7.55,31.11,6.28,6.26
iter-2-scenario-3070,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-5.5,11111111,3.0,194.1,-7.55,31.11,6.03,6.02
iter-2-scenario-3070,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-5.5,11111111,4.0,194.15,-7.55,31.11,5.93,5.92
iter-2-scenario-3070,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-5.5,11111111,5.0,194.2,-7.55,31.11,5.93,5.91
iter-2-scenario-3070,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-5.5,11111111,6.0,194.25,-7.55,31.11,6.01,6.0
iter-2-scenario-3070,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-5.5,11111111,7.0,194.3,-7.55,31.11,6.25,6.24
iter-2-scenario-3070,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-5.5,11111111,8.0,194.35,-7.55,31.11,6.95,6.94
iter-2-scenario-3071,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-5.0,11111111,1.0,194.0,-7.55,31.32,6.97,6.96
iter-2-scenario-3071,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-5.0,11111111,2.0,194.05,-7.55,31.32,6.26,6.25
iter-2-scenario-3071,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-5.0,11111111,3.0,194.1,-7.55,31.32,6.01,6.0
iter-2-scenario-3071,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-5.0,11111111,4.0,194.15,-7.55,31.32,5.91,5.9
iter-2-scenario-3071,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-5.0,11111111,5.0,194.2,-7.55,31.32,5.91,5.89
iter-2-scenario-3071,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-5.0,11111111,6.0,194.25,-7.55,31.32,5.99,5.98
iter-2-scenario-3071,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-5.0,11111111,7.0,194.3,-7.55,31.32,6.23,6.22
iter-2-scenario-3071,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-5.0,11111111,8.0,194.35,-7.55,31.32,6.94,6.92
iter-2-scenario-3072,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-4.5,11111111,1.0,194.0,-7.55,31.51,6.95,6.94
iter-2-scenario-3072,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-4.5,11111111,2.0,194.05,-7.55,31.51,6.24,6.22
iter-2-scenario-3072,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-4.5,11111111,3.0,194.1,-7.55,31.51,5.99,5.97
iter-2-scenario-3072,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-4.5,11111111,4.0,194.15,-7.55,31.51,5.89,5.88
iter-2-scenario-3072,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-4.5,11111111,5.0,194.2,-7.55,31.51,5.88,5.87
iter-2-scenario-3072,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-4.5,11111111,6.0,194.25,-7.55,31.51,5.97,5.96
iter-2-scenario-3072,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-4.5,11111111,7.0,194.3,-7.55,31.51,6.21,6.2
iter-2-scenario-3072,2,NDFF,bristol,froxfield,voyager,16QAM,32.0,200.0,-4.5,11111111,8.0,194.35,-7.55,31.51,6.91,6.9
iter-1-scenario-1794,1,NDFF,bristol,powergate,voyager,16QAM,32.0,200.0,-5.5,00000001,8.0,194.35,-10.81,28.21,9.99,9.92
iter-2-scenario-5380,2,NDFF,bristol,powergate,voyager,16QAM,32.0,200.0,-5.5,00000001,8.0,194.35,-10.81,28.21,9.99,9.92
iter-2-scenario-5381,2,NDFF,bristol,powergate,voyager,16QAM,32.0,200.0,-5.0,00000001,8.0,194.35,-11.81,27.94,10.04,9.97
iter-2-scenario-5382,2,NDFF,bristol,powergate,voyager,16QAM,32.0,200.0,-4.5,00000001,8.0,194.35,-12.81,27.6,10.06,9.99
iter-1-scenario-1795,1,NDFF,bristol,powergate,voyager,16QAM,32.0,200.0,-5.5,00000010,7.0,194.3,-10.81,28.21,9.99,9.93
iter-2-scenario-5383,2,NDFF,bristol,powergate,voyager,16QAM,32.0,200.0,-5.5,00000010,7.0,194.3,-10.81,28.21,9.99,9.93
iter-2-scenario-5384,2,NDFF,bristol,powergate,voyager,16QAM,32.0,200.0,-5.0,00000010,7.0,194.3,-11.81,27.94,10.04,9.97
iter-2-scenario-5385,2,NDFF,bristol,powergate,voyager,16QAM,32.0,200.0,-4.5,00000010,7.0,194.3,-12.81,27.6,10.07,9.99
iter-1-scenario-1796,1,NDFF,bristol,powergate,voyager,16QAM,32.0,200.0,-5.5,00000011,7.0,194.3,-10.81,28.21,8.42,8.37
iter-1-scenario-1796,1,NDFF,bristol,powergate,voyager,16QAM,32.0,200.0,-5.5,00000011,8.0,194.35,-10.81,28.21,8.41,8.37
iter-2-scenario-5386,2,NDFF,bristol,powergate,voyager,16QAM,32.0,200.0,-5.5,00000011,7.0,194.3,-10.81,28.21,8.42,8.37
iter-2-scenario-5386,2,NDFF,bristol,powergate,voyager,16QAM,32.0,200.0,-5.5,00000011,8.0,194.35,-10.81,28.21,8.41,8.37
iter-2-scenario-5387,2,NDFF,bristol,powergate,voyager,16QAM,32.0,200.0,-5.0,00000011,7.0,194.3,-11.81,27.94,8.47,8.42
iter-2-scenario-5387,2,NDFF,bristol,powergate,voyager,16QAM,32.0,200.0,-5.0,00000011,8.0,194.35,-11.81,27.94,8.46,8.42
iter-2-scenario-5388,2,NDFF,bristol,powergate,voyager,16QAM,32.0,200.0,-4.5,00000011,7.0,194.3,-12.81,27.6,8.49,8.44
iter-2-scenario-5388,2,NDFF,bristol,powergate,voyager,16QAM,32.0,200.0,-4.5,00000011,8.0,194.35,-12.81,27.6,8.49,8.44
iter-1-scenario-1797,1,NDFF,bristol,powergate,voyager,16QAM,32.0,200.0,-5.5,00000100,6.0,194.25,-10.81,28.21,10.0,9.93
iter-2-scenario-5389,2,NDFF,bristol,powergate,voyager,16QAM,32.0,200.0,-5.5,00000100,6.0,194.25,-10.81,28.21,10.0,9.93
iter-2-scenario-5390,2,NDFF,bristol,powergate,voyager,16QAM,32.0,200.0,-5.0,00000100,6.0,194.25,-11.81,27.94,10.05,9.98
iter-2-scenario-5391,2,NDFF,bristol,powergate,voyager,16QAM,32.0,200.0,-4.5,00000100,6.0,194.25,-12.81,27.6,10.07,10.0
iter-1-scenario-1798,1,NDFF,bristol,powergate,voyager,16QAM,32.0,200.0,-5.5,00000101,6.0,194.25,-10.81,28.21,9.15,9.1
iter-1-scenario-1798,1,NDFF,bristol,powergate,voyager,16QAM,32.0,200.0,-5.5,00000101,8.0,194.35,-10.81,28.21,9.14,9.09
iter-2-scenario-5392,2,NDFF,bristol,powergate,voyager,16QAM,32.0,200.0,-5.5,00000101,6.0,194.25,-10.81,28.21,9.15,9.1
iter-2-scenario-5392,2,NDFF,bristol,powergate,voyager,16QAM,32.0,200.0,-5.5,00000101,8.0,194.35,-10.81,28.21,9.14,9.09
iter-2-scenario-5393,2,NDFF,bristol,powergate,voyager,16QAM,32.0,200.0,-5.0,00000101,6.0,194.25,-11.81,27.94,9.2,9.15
iter-2-scenario-5393,2,NDFF,bristol,powergate,voyager,16QAM,32.0,200.0,-5.0,00000101,8.0,194.35,-11.81,27.94,9.19,9.14
iter-2-scenario-5394,2,NDFF,bristol,powergate,voyager,16QAM,32.0,200.0,-4.5,00000101,6.0,194.25,-12.81,27.6,9.23,9.17
iter-2-scenario-5394,2,NDFF,bristol,powergate,voyager,16QAM,32.0,200.0,-4.5,00000101,8.0,194.35,-12.81,27.6,9.22,9.16
iter-1-scenario-1799,1,NDFF,bristol,powergate,voyager,16QAM,32.0,200.0,-5.5,00000110,6.0,194.25,-10.81,28.21,8.42,8.38
iter-1-scenario-1799,1,NDFF,bristol,powergate,voyager,16QAM,32.0,200.0,-5.5,00000110,7.0,194.3,-10.81,28.21,8.42,8.37
iter-2-scenario-5395,2,NDFF,bristol,powergate,voyager,16QAM,32.0,200.0,-5.5,00000110,6.0,194.25,-10.81,28.21,8.42,8.38
iter-2-scenario-5395,2,NDFF,bristol,powergate,voyager,16QAM,32.0,200.0,-5.5,00000110,7.0,194.3,-10.81,28.21,8.42,8.37
iter-2-scenario-5396,2,NDFF,bristol,powergate,voyager,16QAM,32.0,200.0,-5.0,00000110,6.0,194.25,-11.81,27.94,8.48,8.43
iter-2-scenario-5396,2,NDFF,bristol,powergate,voyager,16QAM,32.0,200.0,-5.0,00000110,7.0,194.3,-11.81,27.94,8.47,8.42
iter-2-scenario-5397,2,NDFF,bristol,powergate,voyager,16QAM,32.0,200.0,-4.5,00000110,6.0,194.25,-12.81,27.6,8.5,8.45
iter-2-scenario-5397,2,NDFF,bristol,powergate,voyager,16QAM,32.0,200.0,-4.5,00000110,7.0,194.3,-12.81,27.6,8.49,8.44
iter-1-scenario-1800,1,NDFF,bristol,powergate,voyager,16QAM,32.0,200.0,-5.5,00000111,6.0,194.25,-10.81,28.21,7.82,7.78
iter-1-scenario-1800,1,NDFF,bristol,powergate,voyager,16QAM,32.0,200.0,-5.5,00000111,7.0,194.3,-10.81,28.21,7.26,7.23
iter-1-scenario-1800,1,NDFF,bristol,powergate,voyager,16QAM,32.0,200.0,-5.5,00000111,8.0,194.35,-10.81,28.21,7.81,7.77
iter-2-scenario-5398,2,NDFF,bristol,powergate,voyager,16QAM,32.0,200.0,-5.5,00000111,6.0,194.25,-10.81,28.21,7.82,7.78
iter-2-scenario-5398,2,NDFF,bristol,powergate,voyager,16QAM,32.0,200.0,-5.5,00000111,7.0,194.3,-10.81,28.21,7.26,7.23
iter-2-scenario-5398,2,NDFF,bristol,powergate,voyager,16QAM,32.0,200.0,-5.5,00000111,8.0,194.35,-10.81,28.21,7.81,7.77
iter-2-scenario-5399,2,NDFF,bristol,powergate,voyager,16QAM,32.0,200.0,-5.0,00000111,6.0,194.25,-11.81,27.94,7.87,7.83
iter-2-scenario-5399,2,NDFF,bristol,powergate,voyager,16QAM,32.0,200.0,-5.0,00000111,7.0,194.3,-11.81,27.94,7.32,7.28
iter-2-scenario-5399,2,NDFF,bristol,powergate,voyager,16QAM,32.0,200.0,-5.0,00000111,8.0,194.35,-11.81,27.94,7.86,7.82
iter-2-scenario-5400,2,NDFF,bristol,powergate,voyager,16QAM,32.0,200.0,-4.5,00000111,6.0,194.25,-12.81,27.6,7.89,7.85
iter-2-scenario-5400,2,NDFF,bristol,powergate,voyager,16QAM,32.0,200.0,-4.5,00000111,7.0,194.3,-12.81,27.6,7.34,7.3
iter-2-scenario-5400,2,NDFF,bristol,powergate,voyager,16QAM,32.0,200.0,-4.5,00000111,8.0,194.35,-12.81,27.6,7.88,7.84
iter-1-scenario-1801,1,NDFF,bristol,powergate,voyager,16QAM,32.0,200.0,-5.5,00001000,5.0,194.2,-10.81,28.21,10.0,9.94
iter-2-scenario-5401,2,NDFF,bristol,powergate,voyager,16QAM,32.0,200.0,-5.5,00001000,5.0,194.2,-10.81,28.21,10.0,9.94
iter-2-scenario-5402,2,NDFF,bristol,powergate,voyager,16QAM,32.0,200.0,-5.0,00001000,5.0,194.2,-11.81,27.94,10.06,9.99
iter-2-scenario-5403,2,NDFF,bristol,powergate,voyager,16QAM,32.0,200.0,-4.5,00001000,5.0,194.2,-12.81,27.6,10.08,10.0
